state,date,cum_cases,cum_deaths
Wisconsin,2020-05-18,12722,459
California,2020-05-19,83981,3422
Maine,2020-05-19,1741,73
Nevada,2020-05-19,7169,373
New Mexico,2020-05-19,6192,276
Illinois,2020-05-20,100713,4547
Iowa,2020-05-20,15868,400
Maryland,2020-05-20,42442,2123
Mississippi,2020-05-20,11967,570
New Jersey,2020-05-20,150399,10747
Rhode Island,2020-05-20,13356,538
Massachusetts,2020-05-21,90084,6148
New Jersey,2020-05-21,151472,10843
New Jersey,2020-05-22,152719,10985
Delaware,2020-05-23,8690,324
Georgia,2020-05-23,40408,1794
New Jersey,2020-05-23,153104,11081
Tennessee,2020-05-23,19765,325
Nebraska,2020-05-24,12134,153
Rhode Island,2020-05-24,28130,1216
Arkansas,2020-05-25,6029,117
Mississippi,2020-05-25,13458,635
New York,2020-05-25,367625,29138
Alabama,2020-05-26,15650,580
Vermont,2020-05-26,967,54
Idaho,2020-05-27,2731,82
Indiana,2020-05-27,33242,2030
Maine,2020-05-27,2137,81
Alabama,2020-05-28,16530,591
New York,2020-05-28,371559,29438
Alabama,2020-05-29,34062,846
Delaware,2020-05-29,9236,356
Illinois,2020-05-29,117794,5308
Indiana,2020-05-29,34399,2110
Mississippi,2020-05-29,14790,710
Puerto Rico,2020-05-29,3647,132
Utah,2020-05-29,9282,107
Michigan,2020-05-30,56848,5463
Kentucky,2020-05-31,9937,441
Minnesota,2020-05-31,24860,1050
New York,2020-05-31,375575,29699
North Dakota,2020-05-31,2580,64
Pennsylvania,2020-05-31,76218,5555
Massachusetts,2020-06-01,100805,7035
Nebraska,2020-06-01,14345,183
Puerto Rico,2020-06-01,3873,136
Arkansas,2020-06-02,7818,136
Louisiana,2020-06-02,40857,2835
Rhode Island,2020-06-04,15325,756
Alabama,2020-06-05,19387,676
Delaware,2020-06-05,9773,388
Iowa,2020-06-05,21332,597
Nevada,2020-06-05,9306,436
Oklahoma,2020-06-05,7004,345
Wisconsin,2020-06-06,20701,646
District of Columbia,2020-06-07,9332,489
Kansas,2020-06-07,10549,234
Michigan,2020-06-07,64615,5898
Massachusetts,2020-06-08,103626,7353
New Mexico,2020-06-08,9062,400
Puerto Rico,2020-06-08,5046,142
District of Columbia,2020-06-09,9474,495
Idaho,2020-06-09,3226,85
Iowa,2020-06-09,22271,629
Louisiana,2020-06-09,43725,2957
Massachusetts,2020-06-09,103889,7408
Georgia,2020-06-10,51465,2292
Louisiana,2020-06-10,44143,2968
Kentucky,2020-06-11,12128,513
Ohio,2020-06-11,40004,2490
Pennsylvania,2020-06-11,81944,6187
Louisiana,2020-06-12,45108,2996
Maryland,2020-06-12,61262,2900
Nevada,2020-06-12,10704,462
Rhode Island,2020-06-12,47841,2499
Colorado,2020-06-15,29284,1605
Nevada,2020-06-15,11316,466
New York,2020-06-15,388719,30645
Oregon,2020-06-15,5828,180
Tennessee,2020-06-15,30945,477
Louisiana,2020-06-16,47818,3042
Michigan,2020-06-16,66466,6039
South Carolina,2020-06-16,19995,607
South Dakota,2020-06-16,5966,77
Wisconsin,2020-06-16,23328,704
Alabama,2020-06-17,27312,790
California,2020-06-17,163381,5283
Florida,2020-06-17,82711,3017
Texas,2020-06-17,99466,2099
Washington,2020-06-17,28270,1229
Louisiana,2020-06-18,49506,3069
Connecticut,2020-06-19,45557,4238
New York,2020-06-19,391330,30816
Pennsylvania,2020-06-19,85288,6446
South Dakota,2020-06-19,6158,81
Alaska,2020-06-20,845,10
Oregon,2020-06-20,6669,188
Washington,2020-06-20,29466,1268
Wisconsin,2020-06-20,24657,744
Wyoming,2020-06-20,1179,20
Illinois,2020-06-21,138154,6865
South Carolina,2020-06-21,24693,653
Delaware,2020-06-22,10820,435
New Jersey,2020-06-22,169415,12895
Pennsylvania,2020-06-22,86666,6475
Georgia,2020-06-24,66290,2658
Tennessee,2020-06-24,36822,548
California,2020-03-02,114,0
New York,2020-03-06,264,1
New York,2020-03-08,742,4
Minnesota,2020-03-17,180,2
Illinois,2020-03-18,572,12
Nebraska,2020-03-21,61,0
Michigan,2020-03-22,2066,28
Mississippi,2020-03-22,414,4
Georgia,2020-03-23,800,25
Wisconsin,2020-03-23,418,5
Pennsylvania,2020-03-24,1702,52
South Carolina,2020-03-24,684,12
Oregon,2020-03-26,632,23
Wisconsin,2020-03-26,1508,18
Connecticut,2020-03-27,1291,27
District of Columbia,2020-03-27,267,3
South Carolina,2020-03-27,1078,31
District of Columbia,2020-03-28,304,4
New York,2020-03-28,53516,935
Rhode Island,2020-03-28,478,10
Florida,2020-03-29,4942,59
Idaho,2020-03-29,310,6
Kansas,2020-03-29,664,13
North Carolina,2020-03-29,2328,62
New Hampshire,2020-03-31,367,3
Washington,2020-04-01,5589,249
Arizona,2020-04-02,1600,35
Delaware,2020-04-02,1572,29
Hawaii,2020-04-02,566,9
Rhode Island,2020-04-02,657,12
Utah,2020-04-02,3231,62
Washington,2020-04-02,6586,272
Kentucky,2020-04-03,762,34
Nevada,2020-04-03,1549,43
Delaware,2020-04-04,1186,20
Pennsylvania,2020-04-04,10109,139
California,2020-04-05,15076,349
Indiana,2020-04-05,4437,151
New York,2020-04-05,124085,5335
Kentucky,2020-04-06,1057,52
Missouri,2020-04-06,2722,56
District of Columbia,2020-04-07,2422,58
Kansas,2020-04-07,1810,40
Rhode Island,2020-04-07,1229,30
California,2020-04-09,20191,548
Nebraska,2020-04-09,594,15
Washington,2020-04-09,9609,456
Georgia,2020-04-10,11859,425
Hawaii,2020-04-10,463,8
Idaho,2020-04-11,2876,96
Louisiana,2020-04-11,20014,806
Maine,2020-04-11,1232,36
New Mexico,2020-04-12,1245,26
Washington,2020-04-12,10414,511
Wisconsin,2020-04-12,3341,145
Arkansas,2020-04-13,1475,30
New Jersey,2020-04-13,64584,2443
Arizona,2020-04-14,3806,131
Delaware,2020-04-14,1926,43
Georgia,2020-04-14,13913,517
Nebraska,2020-04-15,994,22
Nevada,2020-04-15,3212,137
Arizona,2020-04-16,4234,152
Connecticut,2020-04-16,15884,971
Indiana,2020-04-16,9619,554
North Carolina,2020-04-16,5463,140
Rhode Island,2020-04-16,3838,105
Arizona,2020-04-18,4719,181
District of Columbia,2020-04-18,2666,91
Missouri,2020-04-18,5517,194
Florida,2020-04-19,26306,773
Rhode Island,2020-04-19,4706,150
California,2020-04-20,33862,1223
Illinois,2020-04-20,31508,1359
Indiana,2020-04-20,11783,666
Louisiana,2020-04-20,24523,1328
Nebraska,2020-04-20,1646,33
Alabama,2020-04-21,5327,186
New Hampshire,2020-04-21,2982,77
Delaware,2020-04-22,3200,89
Idaho,2020-04-22,1802,54
Missouri,2020-04-23,6321,248
New Hampshire,2020-04-23,1670,51
Arkansas,2020-04-24,5620,148
New Jersey,2020-04-24,102196,5617
Puerto Rico,2020-04-24,2552,128
Tennessee,2020-04-25,8918,179
Hawaii,2020-04-26,599,14
Louisiana,2020-04-26,26832,1729
Montana,2020-04-26,448,14
New Mexico,2020-04-27,2825,104
Oklahoma,2020-04-27,3280,197
Vermont,2020-04-27,855,46
Connecticut,2020-04-28,26312,2089
Delaware,2020-04-28,4575,137
Montana,2020-04-28,902,31
Nevada,2020-04-28,4812,225
New Jersey,2020-04-28,113856,6442
Delaware,2020-04-29,4655,144
Indiana,2020-04-29,17409,1065
Texas,2020-04-29,27839,776
Arkansas,2020-04-30,3281,61
Kansas,2020-04-30,4305,133
Mississippi,2020-04-30,6815,261
North Carolina,2020-04-30,10507,385
Florida,2020-05-01,34720,1313
Iowa,2020-05-01,7883,170
South Dakota,2020-05-01,2525,21
Colorado,2020-05-02,16118,830
New Mexico,2020-05-02,7464,178
Kansas,2020-05-03,5177,142
Kentucky,2020-05-03,5223,256
Maine,2020-05-03,1185,57
Puerto Rico,2020-05-03,1806,97
Utah,2020-05-03,5175,50
Hawaii,2020-05-04,612,17
Kentucky,2020-05-04,5370,267
Maryland,2020-05-04,26509,1317
New Jersey,2020-05-04,128269,7910
Florida,2020-05-05,37431,1470
Puerto Rico,2020-05-05,1924,99
Georgia,2020-05-06,29724,1309
Arkansas,2020-05-07,3694,88
Maine,2020-05-07,1330,62
Puerto Rico,2020-05-07,2031,102
Massachusetts,2020-05-08,75333,4702
Montana,2020-05-08,1374,48
Arizona,2020-05-09,10960,532
Illinois,2020-05-09,76008,3362
West Virginia,2020-05-09,1347,53
Wyoming,2020-05-10,662,7
Georgia,2020-05-11,32448,1420
Mississippi,2020-05-11,9674,435
Nevada,2020-05-11,6152,312
New Mexico,2020-05-11,5069,208
New York,2020-05-11,342267,27003
Virginia,2020-05-11,25070,850
Arkansas,2020-05-12,4164,95
Guam,2020-05-12,3363,18
Maine,2020-05-12,1477,65
Maryland,2020-05-12,34174,1756
North Carolina,2020-05-12,15402,597
Oklahoma,2020-05-12,4731,278
Iowa,2020-05-13,13289,306
Montana,2020-05-13,924,32
Oregon,2020-05-13,3416,134
Puerto Rico,2020-05-13,2329,115
Idaho,2020-05-14,2352,72
Kansas,2020-05-14,7668,181
Maine,2020-05-14,1565,69
Nebraska,2020-05-14,9411,117
Kansas,2020-05-15,8006,187
Missouri,2020-05-15,10567,579
Nevada,2020-05-15,6733,345
Louisiana,2020-05-16,34183,2479
Kansas,2020-05-17,8066,189
Ohio,2020-05-17,27925,1625
North Dakota,2020-05-18,1931,44
Oklahoma,2020-05-18,5398,288
Michigan,2020-05-19,52337,5017
North Dakota,2020-05-19,1994,45
Oklahoma,2020-05-19,5489,294
Rhode Island,2020-05-19,12951,532
Georgia,2020-05-20,38162,1672
Minnesota,2020-05-20,17679,786
Nebraska,2020-05-21,11424,148
Illinois,2020-05-23,108100,4817
Iowa,2020-05-23,16898,446
Michigan,2020-05-23,54304,5223
Utah,2020-05-23,8260,97
Colorado,2020-05-24,24140,1332
Iowa,2020-05-24,17434,456
Nevada,2020-05-24,7886,394
Florida,2020-05-25,103476,3747
Georgia,2020-05-25,41414,1820
Florida,2020-05-26,52247,2258
Maryland,2020-05-26,48290,2333
Wisconsin,2020-05-26,15923,517
North Dakota,2020-05-27,2442,59
Florida,2020-05-28,53277,2363
Iowa,2020-05-28,18672,510
Arkansas,2020-05-29,6777,132
California,2020-05-29,107043,4144
Montana,2020-05-29,493,17
Virginia,2020-05-29,42533,1358
Kentucky,2020-05-30,9887,441
Massachusetts,2020-05-30,96301,6768
Missouri,2020-05-30,13118,782
New Hampshire,2020-05-30,4545,242
Oregon,2020-05-31,4243,153
South Carolina,2020-05-31,11861,494
Virginia,2020-05-31,44607,1375
Michigan,2020-06-01,58435,5525
Vermont,2020-06-01,983,55
Maine,2020-06-02,2377,94
Missouri,2020-06-02,13822,797
Nevada,2020-06-02,8858,420
Connecticut,2020-06-03,43091,3989
Arkansas,2020-06-04,8425,151
Kentucky,2020-06-04,10781,469
Minnesota,2020-06-04,26284,1126
New York,2020-06-04,379977,30011
Indiana,2020-06-05,37499,2258
Minnesota,2020-06-05,26991,1159
South Carolina,2020-06-05,13453,538
Arkansas,2020-06-06,9101,154
Illinois,2020-06-06,127251,5898
Indiana,2020-06-06,37928,2292
Michigan,2020-06-06,64196,5894
Nevada,2020-06-06,9494,437
New Mexico,2020-06-06,8800,392
New York,2020-06-06,382102,30123
North Carolina,2020-06-06,34809,1020
Alabama,2020-06-07,20500,692
Florida,2020-06-07,63930,2699
Indiana,2020-06-07,38328,2303
New Hampshire,2020-06-07,5043,286
Wisconsin,2020-06-07,20950,648
Mississippi,2020-06-08,17768,837
North Dakota,2020-06-08,2883,75
West Virginia,2020-06-08,2161,84
Alabama,2020-06-09,21422,729
Illinois,2020-06-09,130321,6237
New Jersey,2020-06-10,165346,12377
Oklahoma,2020-06-10,7480,355
South Dakota,2020-06-10,5604,69
Wisconsin,2020-06-10,21772,673
Iowa,2020-06-11,23103,641
District of Columbia,2020-06-12,9654,506
New Jersey,2020-06-12,166164,12489
Puerto Rico,2020-06-12,5536,146
Texas,2020-06-12,86031,1965
California,2020-06-13,150434,5059
Delaware,2020-06-13,10229,419
Maryland,2020-06-13,61935,2926
North Carolina,2020-06-13,42911,1135
Texas,2020-06-13,88120,1989
Wisconsin,2020-06-13,22638,694
California,2020-06-14,152953,5089
Georgia,2020-06-14,54874,2416
Pennsylvania,2020-06-14,83301,6275
Connecticut,2020-06-15,45235,4204
Kentucky,2020-06-15,12863,524
Arizona,2020-06-16,39298,1228
Delaware,2020-06-16,10403,424
Oklahoma,2020-06-16,8645,363
Pennsylvania,2020-06-16,84077,6337
Idaho,2020-06-17,3634,89
Kansas,2020-06-17,11801,248
Mississippi,2020-06-17,20641,938
Kentucky,2020-06-18,13391,540
Minnesota,2020-06-18,31707,1376
Virginia,2020-06-18,56238,1586
California,2020-06-19,170843,5425
Colorado,2020-06-19,30172,1643
Georgia,2020-06-19,59117,2596
Nevada,2020-06-19,12525,479
Utah,2020-06-19,16585,155
Pennsylvania,2020-06-20,85678,6467
Hawaii,2020-06-21,802,17
Idaho,2020-06-21,4025,90
Maryland,2020-06-21,64903,3066
Minnesota,2020-06-21,32952,1412
Ohio,2020-06-21,44808,2700
Wyoming,2020-06-21,1197,20
Florida,2020-06-22,100209,3172
Georgia,2020-06-22,62705,2607
Massachusetts,2020-06-22,107210,7873
Nebraska,2020-06-22,17957,255
Oregon,2020-06-22,7090,192
Washington,2020-06-22,30443,1277
Connecticut,2020-06-23,45899,4277
Iowa,2020-06-23,26470,690
Michigan,2020-06-23,68373,6113
Arizona,2020-06-24,60207,1467
Minnesota,2020-06-24,33798,1432
North Carolina,2020-06-24,56261,1295
North Dakota,2020-06-24,3370,86
Utah,2020-06-24,18915,163
Washington,2020-06-24,31400,1294
California,2020-02-21,153,4
California,2020-02-26,390,9
California,2020-02-29,252,3
California,2020-03-08,336,2
New Jersey,2020-03-10,105,7
Illinois,2020-03-14,924,40
Maryland,2020-03-17,342,7
Wisconsin,2020-03-17,576,42
Kentucky,2020-03-20,63,2
Texas,2020-03-20,1885,42
Washington,2020-03-21,3310,138
Illinois,2020-03-22,1047,9
Nevada,2020-03-22,190,2
New Jersey,2020-03-22,1914,20
Pennsylvania,2020-03-22,1008,12
Minnesota,2020-03-24,524,6
Nevada,2020-03-24,630,11
Wisconsin,2020-03-24,1443,39
Alaska,2020-03-25,177,8
New York,2020-03-26,39057,502
Pennsylvania,2020-03-26,1690,16
Puerto Rico,2020-03-26,64,2
Louisiana,2020-03-27,2746,119
Oregon,2020-03-27,414,12
Rhode Island,2020-03-27,203,0
Alabama,2020-03-28,720,4
Alabama,2020-03-29,830,5
Hawaii,2020-03-29,175,0
Illinois,2020-03-30,10140,241
Virginia,2020-03-30,2040,49
Washington,2020-03-30,5180,221
Alaska,2020-03-31,133,2
Illinois,2020-03-31,5992,107
Oklahoma,2020-03-31,1698,40
Oregon,2020-03-31,690,18
Michigan,2020-04-01,9292,336
Mississippi,2020-04-01,1073,22
South Carolina,2020-04-01,1293,26
Alabama,2020-04-02,2540,59
Maine,2020-04-03,432,9
Nebraska,2020-04-03,296,6
New Jersey,2020-04-03,29895,647
Nebraska,2020-04-04,678,15
Texas,2020-04-04,6566,124
Utah,2020-04-04,1426,8
Wyoming,2020-04-04,188,0
Hawaii,2020-04-05,738,11
Illinois,2020-04-05,11276,282
Oregon,2020-04-05,2136,85
Texas,2020-04-05,7091,136
Massachusetts,2020-04-06,27674,1111
Oklahoma,2020-04-06,2652,83
Pennsylvania,2020-04-06,13074,169
Oklahoma,2020-04-08,3046,111
Washington,2020-04-08,9098,430
New York,2020-04-09,162036,9166
South Carolina,2020-04-09,2792,67
Louisiana,2020-04-10,19253,755
District of Columbia,2020-04-11,1778,47
Oregon,2020-04-11,4341,157
South Carolina,2020-04-11,6414,139
Utah,2020-04-11,2208,18
Ohio,2020-04-12,6605,253
Arizona,2020-04-13,3702,122
Kansas,2020-04-13,1382,63
North Dakota,2020-04-13,331,9
California,2020-04-14,25758,778
Illinois,2020-04-14,23247,878
South Carolina,2020-04-14,3553,97
Wisconsin,2020-04-14,3555,172
Michigan,2020-04-15,27893,1919
Tennessee,2020-04-15,5864,135
Virginia,2020-04-15,6499,195
Iowa,2020-04-16,2141,60
Minnesota,2020-04-16,1912,94
Nevada,2020-04-16,3321,142
Hawaii,2020-04-18,568,9
Nevada,2020-04-18,3626,155
Colorado,2020-04-19,9730,421
Guam,2020-04-19,808,6
Michigan,2020-04-19,31348,2389
Minnesota,2020-04-20,2470,143
Washington,2020-04-20,24510,1333
Ohio,2020-04-21,13725,557
Vermont,2020-04-21,818,39
Alabama,2020-04-22,5610,201
New York,2020-04-22,261591,19647
Ohio,2020-04-22,14117,610
Oklahoma,2020-04-22,2894,169
South Carolina,2020-04-22,4761,140
Tennessee,2020-04-22,7681,169
Wisconsin,2020-04-22,4845,247
Georgia,2020-04-23,20905,871
Pennsylvania,2020-04-23,38334,1723
Illinois,2020-04-25,41777,1884
Puerto Rico,2020-04-25,1307,83
Virginia,2020-04-25,12365,436
Indiana,2020-04-26,15175,928
Nebraska,2020-04-26,3126,54
District of Columbia,2020-04-27,3892,185
Indiana,2020-04-28,33566,1799
Iowa,2020-04-28,6376,136
Oklahoma,2020-04-28,3410,207
Arizona,2020-04-29,7202,308
Colorado,2020-04-29,14680,764
Iowa,2020-04-29,6843,148
Nevada,2020-04-29,4934,237
Oregon,2020-04-29,4892,196
Wyoming,2020-04-29,544,7
Alabama,2020-04-30,14136,350
Colorado,2020-04-30,15207,775
Georgia,2020-04-30,25431,1121
Illinois,2020-04-30,52918,2361
New Hampshire,2020-04-30,2146,72
Wisconsin,2020-04-30,6854,316
Colorado,2020-05-01,15661,818
Massachusetts,2020-05-01,64311,3716
Michigan,2020-05-01,84696,5035
Nebraska,2020-05-01,4838,72
Florida,2020-05-02,35455,1363
Iowa,2020-05-02,8641,175
Michigan,2020-05-02,43191,4020
Pennsylvania,2020-05-03,52079,2843
Arizona,2020-05-04,17838,770
California,2020-05-04,56333,2297
Delaware,2020-05-04,5288,182
Kansas,2020-05-04,5385,154
Michigan,2020-05-04,43996,4135
Delaware,2020-05-05,5371,187
Maryland,2020-05-05,54434,1807
New Mexico,2020-05-05,4137,162
North Carolina,2020-05-05,12283,477
North Dakota,2020-05-05,1266,25
Nevada,2020-05-06,5744,286
Illinois,2020-05-07,70802,3139
Louisiana,2020-05-07,30725,2208
Minnesota,2020-05-07,9364,508
Colorado,2020-05-09,19267,965
Idaho,2020-05-09,2230,67
Rhode Island,2020-05-09,10989,418
Vermont,2020-05-09,1842,70
Arizona,2020-05-10,22238,677
Texas,2020-05-10,40037,1110
Washington,2020-05-10,17781,939
Minnesota,2020-05-11,11798,591
New Jersey,2020-05-12,140743,9508
New Mexico,2020-05-12,5212,219
West Virginia,2020-05-12,1378,58
Kansas,2020-05-13,7552,179
Kentucky,2020-05-13,7102,334
Georgia,2020-05-14,34422,1521
Illinois,2020-05-14,88081,3945
Virginia,2020-05-14,27813,955
California,2020-05-15,77015,3192
Oklahoma,2020-05-15,5086,285
Pennsylvania,2020-05-15,64178,4432
North Carolina,2020-05-16,18009,671
Kentucky,2020-05-17,7793,346
Mississippi,2020-05-17,11296,521
Puerto Rico,2020-05-17,2646,123
South Dakota,2020-05-17,3987,44
Kansas,2020-05-18,8439,190
Delaware,2020-05-19,8037,304
Mississippi,2020-05-19,11704,554
North Carolina,2020-05-19,19762,711
Ohio,2020-05-19,28953,1720
Vermont,2020-05-19,1888,108
California,2020-05-20,86125,3514
District of Columbia,2020-05-20,7551,407
Louisiana,2020-05-20,35439,2608
Maine,2020-05-20,1819,73
Nevada,2020-05-20,7301,378
Tennessee,2020-05-20,37068,955
Maine,2020-05-21,1877,73
Michigan,2020-05-21,53468,5129
Mississippi,2020-05-21,12222,580
Tennessee,2020-05-21,18970,313
Wisconsin,2020-05-22,14557,496
Arizona,2020-05-23,16040,799
Colorado,2020-05-23,23932,1327
Connecticut,2020-05-23,40022,3675
District of Columbia,2020-05-23,7966,427
Minnesota,2020-05-24,20582,878
Mississippi,2020-05-24,13252,625
North Carolina,2020-05-24,23231,771
Missouri,2020-05-25,12296,694
Oklahoma,2020-05-25,6090,313
South Carolina,2020-05-25,10178,440
Vermont,2020-05-25,962,54
South Dakota,2020-05-26,4653,50
Utah,2020-05-26,8622,101
Arizona,2020-05-27,17262,831
Arkansas,2020-05-28,6538,125
Louisiana,2020-05-28,77814,5506
Arizona,2020-05-29,18465,885
Kentucky,2020-05-29,9688,434
West Virginia,2020-05-29,1972,74
Mississippi,2020-05-30,15229,723
New York,2020-05-30,374471,29612
Puerto Rico,2020-05-30,3718,133
Arkansas,2020-05-31,7253,133
Hawaii,2020-05-31,1926,43
Massachusetts,2020-05-31,96965,6846
Tennessee,2020-05-31,22832,360
Arkansas,2020-06-01,7443,133
Mississippi,2020-06-01,31504,935
South Carolina,2020-06-01,12148,500
Massachusetts,2020-06-02,101163,7085
Mississippi,2020-06-02,16020,767
Montana,2020-06-02,523,17
New Jersey,2020-06-02,161545,11770
Colorado,2020-06-03,27046,1494
Illinois,2020-06-03,124279,5665
Ohio,2020-06-03,36792,2299
Puerto Rico,2020-06-03,4023,140
Colorado,2020-06-04,27346,1512
Louisiana,2020-06-04,41673,2883
New Jersey,2020-06-04,162530,11970
Ohio,2020-06-04,37282,2339
Oklahoma,2020-06-04,6907,344
New Jersey,2020-06-05,163336,12049
New Mexico,2020-06-05,8672,387
South Dakota,2020-06-05,5277,65
Alabama,2020-06-06,20043,689
Massachusetts,2020-06-06,103132,7289
New Jersey,2020-06-06,163893,12106
Illinois,2020-06-08,129543,6142
Iowa,2020-06-08,22111,623
Maryland,2020-06-08,59024,2776
Oklahoma,2020-06-08,7206,348
Florida,2020-06-09,65992,2764
Tennessee,2020-06-09,27865,430
Illinois,2020-06-10,130889,6302
Michigan,2020-06-10,65377,5958
New Mexico,2020-06-10,9250,410
Ohio,2020-06-10,39575,2457
Tennessee,2020-06-10,28379,436
Texas,2020-06-10,81771,1916
Connecticut,2020-06-11,44461,4146
North Carolina,2020-06-11,39735,1114
Kentucky,2020-06-12,12352,525
Massachusetts,2020-06-12,105059,7538
Pennsylvania,2020-06-12,82578,6229
West Virginia,2020-06-12,2249,88
Missouri,2020-06-13,16327,890
South Carolina,2020-06-13,17955,599
Tennessee,2020-06-13,29616,465
West Virginia,2020-06-13,2274,88
Delaware,2020-06-14,10264,422
Idaho,2020-06-14,3413,88
Kansas,2020-06-14,11247,244
Louisiana,2020-06-14,46732,3014
Oklahoma,2020-06-14,8231,359
Indiana,2020-06-15,41422,2433
Alabama,2020-06-16,26912,785
New Jersey,2020-06-16,167426,12727
North Carolina,2020-06-16,46105,1185
Georgia,2020-06-17,57217,2536
Wisconsin,2020-06-17,23632,713
District of Columbia,2020-06-18,9903,527
Indiana,2020-06-18,42480,2491
North Dakota,2020-06-18,3199,81
Texas,2020-06-18,102677,2137
Arizona,2020-06-19,46914,1322
Iowa,2020-06-19,25424,681
Louisiana,2020-06-19,48627,3084
Missouri,2020-06-19,17780,973
California,2020-06-20,174854,5495
Idaho,2020-06-20,4006,90
Kansas,2020-06-20,12218,257
Tennessee,2020-06-20,34223,516
Florida,2020-06-21,97283,3160
New Jersey,2020-06-21,169142,12870
Alabama,2020-06-22,30454,841
Kansas,2020-06-22,12576,259
South Carolina,2020-06-22,25701,659
Maryland,2020-06-23,65602,3092
South Carolina,2020-06-23,26613,673
Nebraska,2020-02-17,200,2
California,2020-02-20,208,10
Washington,2020-03-01,289,4
California,2020-03-04,220,5
California,2020-03-11,202,4
Florida,2020-03-12,276,6
Tennessee,2020-03-12,144,0
Florida,2020-03-15,109,3
Washington,2020-03-16,1588,61
Louisiana,2020-03-18,280,7
Ohio,2020-03-20,338,4
Maryland,2020-03-23,580,10
North Carolina,2020-03-24,397,0
Arkansas,2020-03-25,614,9
Kentucky,2020-03-25,396,10
Massachusetts,2020-03-25,1838,15
Michigan,2020-03-25,2293,43
North Carolina,2020-03-25,1122,19
Connecticut,2020-03-26,3036,38
Delaware,2020-03-26,286,3
Georgia,2020-03-26,1641,56
Tennessee,2020-03-26,2943,89
Colorado,2020-03-27,1735,31
Maryland,2020-03-27,775,5
Michigan,2020-03-27,3655,93
Pennsylvania,2020-03-27,4434,109
Virginia,2020-03-27,1815,53
Utah,2020-03-29,2157,38
Washington,2020-03-29,4897,207
Georgia,2020-03-30,6064,138
Maryland,2020-03-30,1414,15
Massachusetts,2020-03-30,5752,56
Tennessee,2020-03-30,1721,13
Alabama,2020-03-31,1998,39
Colorado,2020-03-31,5980,152
District of Columbia,2020-03-31,990,19
Rhode Island,2020-03-31,976,19
Tennessee,2020-03-31,4098,57
Iowa,2020-04-01,549,9
Louisiana,2020-04-01,6424,273
Massachusetts,2020-04-02,8966,154
Nebraska,2020-04-02,273,6
New Jersey,2020-04-02,25590,539
Tennessee,2020-04-02,2868,32
Connecticut,2020-04-03,9830,274
Illinois,2020-04-03,8904,211
Maryland,2020-04-03,2758,42
Vermont,2020-04-03,389,17
Alabama,2020-04-04,1632,44
Iowa,2020-04-04,786,11
Nevada,2020-04-04,1758,46
New Mexico,2020-04-04,1086,34
Arizona,2020-04-05,2269,64
Mississippi,2020-04-05,1638,43
Arizona,2020-04-06,4930,203
Florida,2020-04-06,13621,253
Texas,2020-04-06,8104,159
Arkansas,2020-04-07,3988,36
Delaware,2020-04-07,928,16
Illinois,2020-04-07,13549,384
New York,2020-04-07,141703,7185
Washington,2020-04-07,8683,409
Florida,2020-04-08,15690,322
Rhode Island,2020-04-08,1450,35
Minnesota,2020-04-09,2484,100
New Hampshire,2020-04-09,819,21
Ohio,2020-04-09,5513,213
Oklahoma,2020-04-09,1683,80
Oregon,2020-04-09,1321,44
Vermont,2020-04-09,1256,40
Illinois,2020-04-10,17887,607
Maryland,2020-04-10,6968,172
Puerto Rico,2020-04-10,1450,51
Virginia,2020-04-10,9016,261
California,2020-04-11,22421,632
Connecticut,2020-04-11,23020,1137
Guam,2020-04-11,681,5
Mississippi,2020-04-11,2642,93
Texas,2020-04-11,13208,265
Wyoming,2020-04-11,686,7
Alaska,2020-04-12,270,6
Florida,2020-04-12,19855,460
Massachusetts,2020-04-12,25475,756
Delaware,2020-04-13,3522,83
Minnesota,2020-04-14,3390,116
New Jersey,2020-04-14,68824,2805
Virginia,2020-04-14,6170,154
Alaska,2020-04-15,291,7
Georgia,2020-04-15,14583,569
California,2020-04-16,28142,971
Guam,2020-04-16,790,6
Kansas,2020-04-16,1593,80
Texas,2020-04-16,16928,428
Virginia,2020-04-16,6888,208
Illinois,2020-04-17,27575,1142
Mississippi,2020-04-17,3793,140
Montana,2020-04-17,844,10
Nebraska,2020-04-17,1216,24
Ohio,2020-04-17,9107,418
New Hampshire,2020-04-18,1342,38
New Mexico,2020-04-18,1798,53
North Dakota,2020-04-18,528,9
Oklahoma,2020-04-18,5140,238
Tennessee,2020-04-18,13248,224
Texas,2020-04-18,18927,487
Pennsylvania,2020-04-19,32992,1285
Tennessee,2020-04-19,6824,151
Delaware,2020-04-20,2745,72
District of Columbia,2020-04-21,3098,112
New Jersey,2020-04-21,92387,4753
Oklahoma,2020-04-21,2807,164
Iowa,2020-04-22,3764,90
Washington,2020-04-22,12606,696
Kansas,2020-04-23,2625,112
Wisconsin,2020-04-23,5052,257
Nebraska,2020-04-24,2474,50
Connecticut,2020-04-25,24582,1862
South Dakota,2020-04-25,2147,10
Colorado,2020-04-26,13440,678
Connecticut,2020-04-26,25269,1925
Maine,2020-04-26,1015,50
Utah,2020-04-26,4123,41
North Dakota,2020-04-27,942,19
Oregon,2020-04-27,2354,92
Utah,2020-04-27,8472,138
Kansas,2020-04-28,3601,127
South Carolina,2020-04-28,5735,192
Utah,2020-04-28,4343,45
Missouri,2020-04-29,7426,331
Ohio,2020-04-29,17303,937
New Jersey,2020-04-30,118652,7228
